dataelementid,dataelement,period,facility,mflcode,categoryoptioncombo,attributeoptioncombo,value
TETyFJ2kkKN,"CT_: Viral Load Results <1,000 35-39 Years Male",201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,4
tJL3VMY7bZW,"CT_: Viral Load Results <1,000 35-39 Years Female",201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,7
hqrIs9XRebP,"CT_: Viral Load Results <1,000 40-49 Years Male",201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,8
l2WlZlgaCqC,"CT_: Viral Load Results <1,000 40-49 Years Female",201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,8
cvOqRQK3CUL,"CT_: Viral Load Results <1,000 50 + Years Male",201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,6
NJ4cqkTl5eO,"CT_: Viral Load Results <1,000 50 + Years Female",201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,8
dFPDWtVlPID,CT_: Viral Load Results <LDL> 1 - 9 Years,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,3
sON1asNZyGN,CT_: Viral Load Results <LDL> 10-14 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,4
iyYNKQ17Irm,CT_: Viral Load Results <LDL> 15-19 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
CqHqNF9Y0on,CT_: Viral Load Results <LDL> 15-19 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,4
RsV6n5MfDFj,CT_: Viral Load Results <LDL> 20-24 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,5
ZstVbezKQEd,CT_: Viral Load Results <LDL> 25-29 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,1
kgieGgJkZS3,CT_: Viral Load Results <LDL> 25-29 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,10
WrR61VhDL9v,CT_: Viral Load Results <LDL> 30-34 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,3
jVw54CuNFIz,CT_: Viral Load Results <LDL> 30-34 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,19
KdYmGaWf6q3,CT_: Viral Load Results <LDL> 35-39 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,4
F1coQry4Jos,CT_: Viral Load Results <LDL> 35-39 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,6
CJ78Pdu9eZ1,CT_: Viral Load Results <LDL> 40-49 Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,8
oIrkY2stZm4,CT_: Viral Load Results <LDL> 40-49 Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,7
vnCrXLkqCDV,CT_: Viral Load Results <LDL> 50 + Years Male,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,6
PS4CpDsuvy1,CT_: Viral Load Results <LDL> 50 + Years Female,201711,Nyahera Sub-District Hospital,14027,HllvX50cXC0,YHx6ZCdJgEN ,7
jMj9HsAtCiE,CT_: New on Treatment 20-24 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
t9k5FOaZ3De,CT_: New on Treatment 25-29 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,2
dMXQytl6smz,CT_: Current on Treatment 1 - 9 Years,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,17
w6WWy2A7RUk,CT_: Current on Treatment 10-14 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,6
RjApqOcDTwT,CT_: Current on Treatment 10-14 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,4
MkTG1QOLLcC,CT_: Current on Treatment 15-19 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,7
VRnM69jCvDj,CT_: Current on Treatment 20-24 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,3
VsZdsSj87oU,CT_: Current on Treatment 20-24 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,31
zj9bYSJ4gs9,CT_: Current on Treatment 25-29 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,8
HZy39srIX9A,CT_: Current on Treatment 25-29 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,35
qKs4rxcBeMN,CT_: Current on Treatment 30-34 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,8
sb0tiptWRok,CT_: Current on Treatment 30-34 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,37
lqWuuZfUOnP,CT_: Current on Treatment 35-39 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,21
aDaPydSh2gv,CT_: Current on Treatment 35-39 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,30
CrCBPYt9i4n,CT_: Current on Treatment 40-49 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,14
HjrjlsRzZK4,CT_: Current on Treatment 40-49 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,30
k7fA3OJUTkw,CT_: Current on Treatment 50 + Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,10
KqSJpHTD0DU,CT_: Current on Treatment 50 + Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,21
JjX1xgf3kXX,CT_: Net Cohort Starting ART 12 months 1 - 9 Years,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
wfRYSCOZMA6,CT_: Net Cohort Starting ART 12 months 20-24 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,4
H4jerQZN0A1,CT_: Net Cohort Starting ART 12 months 25-29 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,4
xhQ1CX8SbHN,CT_: Net Cohort Starting ART 12 months 25-29 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,4
t3VKUPBErtr,CT_: Net Cohort Starting ART 12 months 30-34 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,2
LK2HDDAeD4T,CT_: Net Cohort Starting ART 12 months 30-34 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,7
UlgGjOe5Dag,CT_: Net Cohort Starting ART 12 months 35-39 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,2
zcqGwYmAuBB,CT_: Net Cohort Starting ART 12 months 35-39 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,2
k5Y3POnUMVw,CT_: Net Cohort Starting ART 12 months 50 + Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,2
shXRhAtryGq,CT_: Number on ART 12 months 1 - 9 Years,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
zpSTdWOAkCm,CT_: Number on ART 12 months 20-24 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
pWNpw56PNCL,CT_: Number on ART 12 months 25-29 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
b2ZU69jlLjk,CT_: Number on ART 12 months 25-29 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,2
GOudfngpblQ,CT_: Number on ART 12 months 30-34 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,2
RjtR7eD45H1,CT_: Number on ART 12 months 30-34 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,2
RdLoy5cHh4e,CT_: Number on ART 12 months 35-39 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
WIjRleClfUo,CT_: Number on ART 12 months 50 + Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
HYicnKrFb3E,CT_: Eligible for Viral Load 1 - 9 Years,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
KFvCzhEHvpB,CT_: Eligible for Viral Load 10-14 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
s4nSWHWjKbs,CT_: Eligible for Viral Load 10-14 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
QNViR2sPs69,CT_: Eligible for Viral Load 15-19 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
zNOxoEWc3oG,CT_: Eligible for Viral Load 20-24 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
RMpwq40uILP,CT_: Eligible for Viral Load 20-24 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,3
kFXEqn4Nh2F,CT_: Eligible for Viral Load 25-29 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
R1chfCFmd5F,CT_: Eligible for Viral Load 25-29 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,5
OIm2k2fVBmv,CT_: Eligible for Viral Load 30-34 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
YizsMxXaMJQ,CT_: Eligible for Viral Load 30-34 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,6
ztybLcfNncG,CT_: Eligible for Viral Load 35-39 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,5
BWU1QcT9eFu,CT_: Eligible for Viral Load 35-39 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,5
aJaqKdZsUe4,CT_: Eligible for Viral Load 40-49 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,6
cffqyuJSQLK,CT_: Eligible for Viral Load 40-49 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,4
pYEncfq4LHD,CT_: Eligible for Viral Load 50 + Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,2
bIMomPVPlUX,CT_: Eligible for Viral Load 50 + Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,2
pQxQmwQ5KBy,CT_: Viral Load Samples Collected 10-14 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
m8nYrbtZVL5,CT_: Viral Load Samples Collected 10-14 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
kTyVFaM2pcG,CT_: Viral Load Samples Collected 15-19 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
A3sXxJP3yFj,CT_: Viral Load Samples Collected 20-24 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,3
Msy6jQGmn37,CT_: Viral Load Samples Collected 25-29 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
QXKdo31bahD,CT_: Viral Load Samples Collected 25-29 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,5
yhQCvYucobL,CT_: Viral Load Samples Collected 30-34 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
qO4Laf5vNBj,CT_: Viral Load Samples Collected 30-34 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,5
kCAtOuXo8I5,CT_: Viral Load Samples Collected 35-39 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,4
khzso3Cer4z,CT_: Viral Load Samples Collected 35-39 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,2
UL5CnB8zL98,CT_: Viral Load Samples Collected 40-49 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,3
can7jmHsKVp,CT_: Viral Load Samples Collected 40-49 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,4
TGfSjBs0xBB,CT_: Viral Load Samples Collected 50 + Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,2
bC9x4D3iwM9,CT_: Viral Load Samples Collected 50 + Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,2
EkjMMNSb91g,CT_: Number with Viral Load Results 10-14 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
ojW0g0phCOd,CT_: Number with Viral Load Results 10-14 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
qA2miisVuSZ,CT_: Number with Viral Load Results 15-19 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
TgMwXZEAIk0,CT_: Number with Viral Load Results 20-24 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,3
qJbOUW9dPEc,CT_: Number with Viral Load Results 25-29 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
xKJ22a8Qlgs,CT_: Number with Viral Load Results 25-29 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,5
BeFNRCqmsW3,CT_: Number with Viral Load Results 30-34 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
b1YflJcFVpl,CT_: Number with Viral Load Results 30-34 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,5
mVUVWMVwytZ,CT_: Number with Viral Load Results 35-39 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,4
m0i3vHRRh8N,CT_: Number with Viral Load Results 35-39 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,2
DPuev94lPjB,CT_: Number with Viral Load Results 40-49 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,3
tYIWVIK3Mq6,CT_: Number with Viral Load Results 40-49 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,4
gGkHe1YACwe,CT_: Number with Viral Load Results 50 + Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,2
X4NIxxO1fpK,CT_: Number with Viral Load Results 50 + Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,2
wUcqGUbUeJn,"CT_: Viral Load Results <1,000 10-14 Years Male",201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
E2uJAh0DcFH,"CT_: Viral Load Results <1,000 10-14 Years Female",201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
vAusneWxz7y,"CT_: Viral Load Results <1,000 15-19 Years Female",201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
ubkZPc0ny42,"CT_: Viral Load Results <1,000 20-24 Years Female",201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,3
QYmb3yJ4ytL,"CT_: Viral Load Results <1,000 25-29 Years Female",201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,5
l26MQmCevwB,"CT_: Viral Load Results <1,000 30-34 Years Male",201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
nIXanr4P8FF,"CT_: Viral Load Results <1,000 30-34 Years Female",201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,4
TETyFJ2kkKN,"CT_: Viral Load Results <1,000 35-39 Years Male",201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,4
tJL3VMY7bZW,"CT_: Viral Load Results <1,000 35-39 Years Female",201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,2
hqrIs9XRebP,"CT_: Viral Load Results <1,000 40-49 Years Male",201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,3
l2WlZlgaCqC,"CT_: Viral Load Results <1,000 40-49 Years Female",201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,3
cvOqRQK3CUL,"CT_: Viral Load Results <1,000 50 + Years Male",201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,2
NJ4cqkTl5eO,"CT_: Viral Load Results <1,000 50 + Years Female",201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,2
QqI7xHw21X3,CT_: Viral Load Results <LDL> 10-14 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
sON1asNZyGN,CT_: Viral Load Results <LDL> 10-14 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
CqHqNF9Y0on,CT_: Viral Load Results <LDL> 15-19 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
RsV6n5MfDFj,CT_: Viral Load Results <LDL> 20-24 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,2
kgieGgJkZS3,CT_: Viral Load Results <LDL> 25-29 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,4
WrR61VhDL9v,CT_: Viral Load Results <LDL> 30-34 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
jVw54CuNFIz,CT_: Viral Load Results <LDL> 30-34 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,3
KdYmGaWf6q3,CT_: Viral Load Results <LDL> 35-39 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,2
F1coQry4Jos,CT_: Viral Load Results <LDL> 35-39 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,2
CJ78Pdu9eZ1,CT_: Viral Load Results <LDL> 40-49 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
oIrkY2stZm4,CT_: Viral Load Results <LDL> 40-49 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,3
vnCrXLkqCDV,CT_: Viral Load Results <LDL> 50 + Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
PS4CpDsuvy1,CT_: Viral Load Results <LDL> 50 + Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
lKCEG2MO6ju,CT_: Number with 2nd Viral Load Done 20-24 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
S9qg1zSCBoC,CT_: Number with 2nd Viral Load Done 25-29 Years Male,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
QxpYBFZVj3T,CT_: Number with 2nd Viral Load Done 40-49 Years Female,201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
fYPl8bXoPNO,"CT_: Number with 2nd Viral Load Results >1,000 25-29 Years Male",201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
JmWMqjQbmco,"CT_: Number with 2nd Viral Load Results >1,000 40-49 Years Female",201711,Rota Dispensary,16663,HllvX50cXC0,YHx6ZCdJgEN ,1
f49NZ0WYT8H,CT_: New on Treatment 1 - 9 Years,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
jMj9HsAtCiE,CT_: New on Treatment 20-24 Years Female,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,3
nKH62k2rovl,CT_: New on Treatment 25-29 Years Female,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
dMXQytl6smz,CT_: Current on Treatment 1 - 9 Years,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,42
w6WWy2A7RUk,CT_: Current on Treatment 10-14 Years Male,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,4
RjApqOcDTwT,CT_: Current on Treatment 10-14 Years Female,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,8
fFNmm0oP0ek,CT_: Current on Treatment 15-19 Years Male,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,3
MkTG1QOLLcC,CT_: Current on Treatment 15-19 Years Female,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,4
VRnM69jCvDj,CT_: Current on Treatment 20-24 Years Male,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,21
VsZdsSj87oU,CT_: Current on Treatment 20-24 Years Female,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,29
zj9bYSJ4gs9,CT_: Current on Treatment 25-29 Years Male,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,15
HZy39srIX9A,CT_: Current on Treatment 25-29 Years Female,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,87
qKs4rxcBeMN,CT_: Current on Treatment 30-34 Years Male,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,25
sb0tiptWRok,CT_: Current on Treatment 30-34 Years Female,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,66
lqWuuZfUOnP,CT_: Current on Treatment 35-39 Years Male,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,19
aDaPydSh2gv,CT_: Current on Treatment 35-39 Years Female,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,57
CrCBPYt9i4n,CT_: Current on Treatment 40-49 Years Male,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,38
HjrjlsRzZK4,CT_: Current on Treatment 40-49 Years Female,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,76
k7fA3OJUTkw,CT_: Current on Treatment 50 + Years Male,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,51
KqSJpHTD0DU,CT_: Current on Treatment 50 + Years Female,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,48
JjX1xgf3kXX,CT_: Net Cohort Starting ART 12 months 1 - 9 Years,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,2
H4jerQZN0A1,CT_: Net Cohort Starting ART 12 months 25-29 Years Male,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
xhQ1CX8SbHN,CT_: Net Cohort Starting ART 12 months 25-29 Years Female,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,2
LK2HDDAeD4T,CT_: Net Cohort Starting ART 12 months 30-34 Years Female,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
UlgGjOe5Dag,CT_: Net Cohort Starting ART 12 months 35-39 Years Male,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,2
c2KBaPucFpF,CT_: Net Cohort Starting ART 12 months 40-49 Years Male,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,2
shXRhAtryGq,CT_: Number on ART 12 months 1 - 9 Years,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,2
b2ZU69jlLjk,CT_: Number on ART 12 months 25-29 Years Female,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
h6YYfgKcTOe,CT_: Number on ART 12 months 40-49 Years Male,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
HYicnKrFb3E,CT_: Eligible for Viral Load 1 - 9 Years,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,9
KFvCzhEHvpB,CT_: Eligible for Viral Load 10-14 Years Male,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,4
s4nSWHWjKbs,CT_: Eligible for Viral Load 10-14 Years Female,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
Lt0DnGcKZcU,CT_: Eligible for Viral Load 15-19 Years Male,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,2
QNViR2sPs69,CT_: Eligible for Viral Load 15-19 Years Female,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,2
zNOxoEWc3oG,CT_: Eligible for Viral Load 20-24 Years Male,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,1
R1chfCFmd5F,CT_: Eligible for Viral Load 25-29 Years Female,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,4
OIm2k2fVBmv,CT_: Eligible for Viral Load 30-34 Years Male,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,4
YizsMxXaMJQ,CT_: Eligible for Viral Load 30-34 Years Female,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,7
ztybLcfNncG,CT_: Eligible for Viral Load 35-39 Years Male,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,2
BWU1QcT9eFu,CT_: Eligible for Viral Load 35-39 Years Female,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,2
aJaqKdZsUe4,CT_: Eligible for Viral Load 40-49 Years Male,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,2
cffqyuJSQLK,CT_: Eligible for Viral Load 40-49 Years Female,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,3
pYEncfq4LHD,CT_: Eligible for Viral Load 50 + Years Male,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,5
bIMomPVPlUX,CT_: Eligible for Viral Load 50 + Years Female,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,2
WQxReDQwd9j,CT_: Viral Load Samples Collected 1 - 9 Years,201711,Chemelil GOK Dispensary,13521,HllvX50cXC0,YHx6ZCdJgEN ,9
